"Provider ID","Provider Name","Provider Type","Provider Primary Inspection Category","Provider Street Address","Provider Address Line 2","Provider City","Provider Post Code","Provider Local Authority","Provider Region","Service / Population Group","Key Question","Latest Rating","Publication Date","Report Type","URL","Brand ID","Brand Name"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Overall","Overall","Requires improvement",2016-12-09,"Provider","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Specialist community mental health services for children and young people","Safe","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Specialist community mental health services for children and young people","Effective","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Specialist community mental health services for children and young people","Caring","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Specialist community mental health services for children and young people","Responsive","Requires improvement",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Specialist community mental health services for children and young people","Well-led","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Specialist community mental health services for children and young people","Overall","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Substance Misuse","Safe","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Substance Misuse","Effective","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Substance Misuse","Caring","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Substance Misuse","Responsive","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Substance Misuse","Well-led","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Substance Misuse","Overall","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Wards for older people with mental health problems","Safe","Requires improvement",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Wards for older people with mental health problems","Effective","Requires improvement",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Wards for older people with mental health problems","Caring","Requires improvement",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Wards for older people with mental health problems","Responsive","Good",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Wards for older people with mental health problems","Well-led","Requires improvement",2016-12-09,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT2","Pennine Care NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters","225 Old Street","Ashton Under Lyne","OL6 7SR","Tameside","North West","Wards for older people with mental health problems","Overall","Requires improvement",2017-08-30,"CoreService","http://www.cqc.org.uk/provider/RT2","-","-"
"RT3","Royal Brompton and Harefield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS specialist","The Royal Brompton Hospital","Sydney Street","London","SW3 6NP","Kensington and Chelsea","London","Overall","Safe","Requires improvement",2017-01-10,"Provider","http://www.cqc.org.uk/provider/RT3","-","-"
"RT3","Royal Brompton and Harefield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS specialist","The Royal Brompton Hospital","Sydney Street","London","SW3 6NP","Kensington and Chelsea","London","Overall","Effective","Good",2017-01-10,"Provider","http://www.cqc.org.uk/provider/RT3","-","-"
"RT3","Royal Brompton and Harefield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS specialist","The Royal Brompton Hospital","Sydney Street","London","SW3 6NP","Kensington and Chelsea","London","Overall","Caring","Good",2017-01-10,"Provider","http://www.cqc.org.uk/provider/RT3","-","-"
"RT3","Royal Brompton and Harefield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS specialist","The Royal Brompton Hospital","Sydney Street","London","SW3 6NP","Kensington and Chelsea","London","Overall","Responsive","Requires improvement",2017-01-10,"Provider","http://www.cqc.org.uk/provider/RT3","-","-"
"RT3","Royal Brompton and Harefield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS specialist","The Royal Brompton Hospital","Sydney Street","London","SW3 6NP","Kensington and Chelsea","London","Overall","Well-led","Good",2017-01-10,"Provider","http://www.cqc.org.uk/provider/RT3","-","-"
"RT3","Royal Brompton and Harefield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS specialist","The Royal Brompton Hospital","Sydney Street","London","SW3 6NP","Kensington and Chelsea","London","Overall","Overall","Requires improvement",2017-01-10,"Provider","http://www.cqc.org.uk/provider/RT3","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Acute wards for adults of working age and psychiatric intensive care units","Safe","Requires improvement",2018-01-29,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Acute wards for adults of working age and psychiatric intensive care units","Effective","Good",2018-01-29,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Acute wards for adults of working age and psychiatric intensive care units","Caring","Good",2018-01-29,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Acute wards for adults of working age and psychiatric intensive care units","Responsive","Requires improvement",2018-01-29,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Acute wards for adults of working age and psychiatric intensive care units","Well-led","Requires improvement",2018-01-29,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Acute wards for adults of working age and psychiatric intensive care units","Overall","Requires improvement",2018-01-29,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Child and adolescent mental health wards","Safe","Good",2017-02-08,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Child and adolescent mental health wards","Effective","Good",2017-02-08,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Child and adolescent mental health wards","Caring","Good",2017-02-08,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Child and adolescent mental health wards","Responsive","Good",2017-02-08,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
"RT5","Leicestershire Partnership NHS Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Bridge Park Plaza, Bridge Park Road","Thurmaston","Leicester","LE4 8PQ","Leicestershire","East Midlands","Child and adolescent mental health wards","Well-led","Good",2017-02-08,"CoreService","http://www.cqc.org.uk/provider/RT5","-","-"
